PSNR,init_snr,init_sd,iter,sum
1.863914519517556,1.0,15.0,256.0,90034696.0
1.8713984769000949,1.0,15.0,512.0,90021856.0
1.8774221266378934,1.0,15.0,1024.0,90013896.0
1.8194060163931463,1.0,10.0,0.0,89908070.13918017
1.8186375487726916,1.0,10.0,8.0,90032488.0
1.8268022994304054,1.0,10.0,16.0,90062352.0
1.8348051741779292,1.0,10.0,32.0,90083824.0
1.843688812258826,1.0,10.0,64.0,90080160.0
1.8541574008787154,1.0,10.0,128.0,90054144.0
1.8638865857711184,1.0,10.0,256.0,90027472.0
1.8707553558263876,1.0,10.0,512.0,90011912.0
1.8753691435098854,1.0,10.0,1024.0,90001536.0
1.8195553448944513,1.0,5.0,0.0,89905411.29455097
1.8189156493465395,1.0,5.0,8.0,90029928.0
1.8267915516850275,1.0,5.0,16.0,90062376.0
1.8342991273005018,1.0,5.0,32.0,90087488.0
1.8424498414811326,1.0,5.0,64.0,90088128.0
1.851893356277484,1.0,5.0,128.0,90066072.0
1.8600617764763414,1.0,5.0,256.0,90042112.0
1.8641880295716438,1.0,5.0,512.0,90028016.0
1.8631570366175194,1.0,5.0,1024.0,90020864.0
1.8184024821891254,1.0,2.0,0.0,89908182.56438705
1.8185905127508837,1.0,2.0,8.0,90031104.0
1.8267907249364848,1.0,2.0,16.0,90059200.0
1.8346275127063207,1.0,2.0,32.0,90079224.0
1.842868047958479,1.0,2.0,64.0,90075552.0
1.8518284965649288,1.0,2.0,128.0,90051168.0
1.8584470998039637,1.0,2.0,256.0,90026400.0
1.859127548071684,1.0,2.0,512.0,90011472.0
1.8512605996851925,1.0,2.0,1024.0,90000408.0
1.8172017582920275,1.0,0.0,0.0,89917049.02685386
1.8180021929180645,1.0,0.0,8.0,90037544.0
1.8258487472256846,1.0,0.0,16.0,90068352.0
1.8332015146917466,1.0,0.0,32.0,90091400.0
1.8407147977627711,1.0,0.0,64.0,90091144.0
1.8484213977754251,1.0,0.0,128.0,90070344.0
1.85264347102284,1.0,0.0,256.0,90049792.0
1.8488310391976357,1.0,0.0,512.0,90039880.0
1.8321670896776288,1.0,0.0,1024.0,90034144.0
8.869982860853563,5.0,25.0,0.0,38368249.7324747
8.91274766716155,5.0,25.0,8.0,38487276.0
8.968459890880238,5.0,25.0,16.0,38516572.0
9.02288937164908,5.0,25.0,32.0,38538708.0
9.074945497064675,5.0,25.0,64.0,38538548.0
9.128945885306479,5.0,25.0,128.0,38517168.0
9.181991885560425,5.0,25.0,256.0,38492824.0
9.22640640997569,5.0,25.0,512.0,38476972.0
9.263908669165374,5.0,25.0,1024.0,38465604.0
8.869430045345258,5.0,20.0,0.0,38370828.44579965
8.912431228087978,5.0,20.0,8.0,38489424.0
8.968127059650648,5.0,20.0,16.0,38518864.0
9.022491929867977,5.0,20.0,32.0,38541248.0
9.07442728826334,5.0,20.0,64.0,38541572.0
9.128191070524732,5.0,20.0,128.0,38521076.0
9.180762213349936,5.0,20.0,256.0,38498044.0
9.224350658022878,5.0,20.0,512.0,38483700.0
9.260467280492437,5.0,20.0,1024.0,38473780.0
8.869450318487356,5.0,15.0,0.0,38370155.16714461
8.912463716179529,5.0,15.0,8.0,38488844.0
8.968091744650446,5.0,15.0,16.0,38518368.0
9.022407136158948,5.0,15.0,32.0,38540724.0
9.074323928084365,5.0,15.0,64.0,38540404.0
9.128056999825036,5.0,15.0,128.0,38518252.0
9.180582119207438,5.0,15.0,256.0,38492096.0
9.223960169461307,5.0,15.0,512.0,38472832.0
9.259003777783795,5.0,15.0,1024.0,38456132.0
8.869287253358236,5.0,10.0,0.0,38367826.58144802
8.912494091444312,5.0,10.0,8.0,38488028.0
8.968085056235783,5.0,10.0,16.0,38517204.0
9.022254078223781,5.0,10.0,32.0,38539200.0
9.07374658198808,5.0,10.0,64.0,38538900.0
9.126389927978076,5.0,10.0,128.0,38517592.0
9.176475415402516,5.0,10.0,256.0,38493404.0
9.214942450085807,5.0,10.0,512.0,38477468.0
9.240248287681027,5.0,10.0,1024.0,38466460.0
8.866667575978806,5.0,5.0,0.0,38367487.046907924
8.912551144689827,5.0,5.0,8.0,38487428.0
8.967872370021254,5.0,5.0,16.0,38516588.0
9.02147993152524,5.0,5.0,32.0,38538432.0
9.07150426836996,5.0,5.0,64.0,38538308.0
9.120560903455676,5.0,5.0,128.0,38517728.0
9.162669631136287,5.0,5.0,256.0,38495276.0
9.1856782108087,5.0,5.0,512.0,38482292.0
9.181590573998657,5.0,5.0,1024.0,38474644.0
8.8641423092412,5.0,2.0,0.0,38363004.025758855
8.91346013567778,5.0,2.0,8.0,38478752.0
8.96814551987868,5.0,2.0,16.0,38508216.0
9.020565651865539,5.0,2.0,32.0,38530016.0
9.06843782938741,5.0,2.0,64.0,38528420.0
9.113175370986328,5.0,2.0,128.0,38505208.0
9.14587076222073,5.0,2.0,256.0,38480812.0
9.148924329705155,5.0,2.0,512.0,38468632.0
9.105277712076287,5.0,2.0,1024.0,38463808.0
8.862102999720939,5.0,0.0,0.0,38366247.83817885
8.912462659652402,5.0,0.0,8.0,38484272.0
8.966621878740765,5.0,0.0,16.0,38513948.0
9.017567970050802,5.0,0.0,32.0,38536744.0
9.062313626419712,5.0,0.0,64.0,38537828.0
9.101110259457727,5.0,0.0,128.0,38519356.0
9.122198573114424,5.0,0.0,256.0,38500768.0
9.102060969705782,5.0,0.0,512.0,38493684.0
9.009594696960551,5.0,0.0,1024.0,38494768.0
13.937755505734263,10.0,25.0,0.0,14992862.578068767
14.189270431761742,10.0,25.0,8.0,15098870.0
14.421878708137466,10.0,25.0,16.0,15126583.0
14.669916238712517,10.0,25.0,32.0,15147183.0
14.912420681189964,10.0,25.0,64.0,15149833.0
15.152903384825114,10.0,25.0,128.0,15135192.0
15.400053910089513,10.0,25.0,256.0,15114184.0
15.626800196500113,10.0,25.0,512.0,15097403.0
15.8096725596215,10.0,25.0,1024.0,15084742.0
13.938290061047212,10.0,20.0,0.0,14993122.830436558
14.189099066199432,10.0,20.0,8.0,15099197.0
14.42175473432841,10.0,20.0,16.0,15127137.0
14.669906294612854,10.0,20.0,32.0,15148034.0
14.912470102782843,10.0,20.0,64.0,15151042.0
15.152637771841437,10.0,20.0,128.0,15136716.0
15.398495959085544,10.0,20.0,256.0,15115818.0
15.622024155094978,10.0,20.0,512.0,15099066.0
15.798417874933788,10.0,20.0,1024.0,15086769.0
13.937169257247506,10.0,15.0,0.0,14993084.881494297
14.18879863640276,10.0,15.0,8.0,15099746.0
14.421194078794557,10.0,15.0,16.0,15127254.0
14.668703226581425,10.0,15.0,32.0,15147615.0
14.91000759381806,10.0,15.0,64.0,15149934.0
15.148042683501458,10.0,15.0,128.0,15134970.0
15.39051325034946,10.0,15.0,256.0,15113751.0
15.60818163334768,10.0,15.0,512.0,15096683.0
15.772036652198366,10.0,15.0,1024.0,15082964.0
13.935155068725573,10.0,10.0,0.0,14990639.07201866
14.188208074259416,10.0,10.0,8.0,15095940.0
14.420079087139367,10.0,10.0,16.0,15123488.0
14.666859003689211,10.0,10.0,32.0,15144338.0
14.906728081733927,10.0,10.0,64.0,15147713.0
15.141355619670856,10.0,10.0,128.0,15133773.0
15.375464903656495,10.0,10.0,256.0,15112544.0
15.574364264092255,10.0,10.0,512.0,15093644.0
15.697811911276162,10.0,10.0,1024.0,15076865.0
13.929585532207994,10.0,5.0,0.0,14996301.737378193
14.187240295636395,10.0,5.0,8.0,15102168.0
14.418192938346312,10.0,5.0,16.0,15130524.0
14.661938449445069,10.0,5.0,32.0,15152733.0
14.894574245385193,10.0,5.0,64.0,15157137.0
15.11348691600054,10.0,5.0,128.0,15143313.0
15.31357043290634,10.0,5.0,256.0,15122337.0
15.44407227584594,10.0,5.0,512.0,15106227.0
15.43613384400706,10.0,5.0,1024.0,15096771.0
13.924959099014156,10.0,2.0,0.0,14989554.58206623
14.187043651585272,10.0,2.0,8.0,15094811.0
14.416711907281295,10.0,2.0,16.0,15122488.0
14.657432461789444,10.0,2.0,32.0,15143833.0
14.883418571736405,10.0,2.0,64.0,15148102.0
15.087217965785921,10.0,2.0,128.0,15136224.0
15.251528028665547,10.0,2.0,256.0,15119988.0
15.30557150787472,10.0,2.0,512.0,15110382.0
15.149235417524238,10.0,2.0,1024.0,15107771.0
13.919714911892871,10.0,0.0,0.0,14982202.554174792
14.189045654938848,10.0,0.0,8.0,15086572.0
14.416120949393708,10.0,0.0,16.0,15115743.0
14.6507856920948,10.0,0.0,32.0,15140268.0
14.865061881131307,10.0,0.0,64.0,15149228.0
15.045014368418482,10.0,0.0,128.0,15143390.0
15.157541170846764,10.0,0.0,256.0,15135203.0
15.100867893937743,10.0,0.0,512.0,15135726.0
14.729383074870883,10.0,0.0,1024.0,15142659.0
15.112599235528357,20.0,25.0,0.0,5272902.900864826
15.574692175588636,20.0,25.0,8.0,5348151.0
15.971664971405406,20.0,25.0,16.0,5368753.5
16.45920799547808,20.0,25.0,32.0,5383988.0
17.013132770023354,20.0,25.0,64.0,5386857.5
17.615893594308915,20.0,25.0,128.0,5383192.0
18.257911949976705,20.0,25.0,256.0,5378849.0
18.87276779214355,20.0,25.0,512.0,5375541.0
19.21353044145105,20.0,25.0,1024.0,5372470.5
15.111618679139458,20.0,20.0,0.0,5273860.316093445
15.57339812542623,20.0,20.0,8.0,5349100.0
15.969651150540983,20.0,20.0,16.0,5369640.0
16.456666501151453,20.0,20.0,32.0,5384693.5
17.010260567787462,20.0,20.0,64.0,5387471.5
17.612369734198708,20.0,20.0,128.0,5383960.5
18.252457150880538,20.0,20.0,256.0,5379913.0
18.860347247269836,20.0,20.0,512.0,5376956.5
19.18049362014243,20.0,20.0,1024.0,5374554.5
15.11159366902959,20.0,15.0,0.0,5271520.546416542
15.574417230379103,20.0,15.0,8.0,5346946.5
15.971362369084403,20.0,15.0,16.0,5367348.0
16.45868366471479,20.0,15.0,32.0,5382222.0
17.011895077472655,20.0,15.0,64.0,5385054.0
17.611999199676887,20.0,15.0,128.0,5381652.5
18.245145460293543,20.0,15.0,256.0,5377958.0
18.835885998133357,20.0,15.0,512.0,5376181.0
19.129542695482854,20.0,15.0,1024.0,5375198.5
15.110040374962619,20.0,10.0,0.0,5274844.0309337
15.574562967542729,20.0,10.0,8.0,5350473.0
15.970430204658541,20.0,10.0,16.0,5371304.0
16.45650107227565,20.0,10.0,32.0,5386719.5
17.00753973861946,20.0,10.0,64.0,5390713.5
17.602200570902454,20.0,10.0,128.0,5389756.0
18.221190180594963,20.0,10.0,256.0,5390249.0
18.77783449544312,20.0,10.0,512.0,5392923.5
18.99948601376109,20.0,10.0,1024.0,5395328.0
15.103054109802706,20.0,5.0,0.0,5275450.558849858
15.575034503639813,20.0,5.0,8.0,5352480.0
15.970516737587396,20.0,5.0,16.0,5374011.0
16.454525790721842,20.0,5.0,32.0,5390836.5
17.000295492745053,20.0,5.0,64.0,5396679.0
17.580696503862985,20.0,5.0,128.0,5397625.5
18.155800048801495,20.0,5.0,256.0,5398622.5
18.580167810035302,20.0,5.0,512.0,5399417.5
18.482723877932997,20.0,5.0,1024.0,5398612.0
15.088730971431058,20.0,2.0,0.0,5290134.8617285285
15.571951156248247,20.0,2.0,8.0,5365964.0
15.966738062708092,20.0,2.0,16.0,5389959.5
16.445776282829684,20.0,2.0,32.0,5410528.5
16.97180323688351,20.0,2.0,64.0,5421351.0
17.5015340880613,20.0,2.0,128.0,5427967.0
17.969027563355358,20.0,2.0,256.0,5433717.0
18.190291530806345,20.0,2.0,512.0,5437754.5
17.76163075125557,20.0,2.0,1024.0,5439344.5
15.078191630081214,20.0,0.0,0.0,5276645.332247163
15.572436179974108,20.0,0.0,8.0,5350952.0
15.962849840017274,20.0,0.0,16.0,5374758.0
16.431333024965724,20.0,0.0,32.0,5395040.0
16.933035813241325,20.0,0.0,64.0,5407460.0
17.403860588983314,20.0,0.0,128.0,5417072.5
17.73153498115083,20.0,0.0,256.0,5424276.0
17.69113761156747,20.0,0.0,512.0,5427839.0
16.960547273121218,20.0,0.0,1024.0,5428752.5
15.121270815445502,30.0,25.0,0.0,4299385.452995798
15.606981211967053,30.0,25.0,8.0,4365992.0
16.023254331450662,30.0,25.0,16.0,4380074.0
16.555989370376352,30.0,25.0,32.0,4390206.5
17.20157965322969,30.0,25.0,64.0,4394008.5
17.97270903063394,30.0,25.0,128.0,4394615.0
18.882459938629314,30.0,25.0,256.0,4394646.0
19.793900657305034,30.0,25.0,512.0,4394848.5
20.103943390857534,30.0,25.0,1024.0,4395083.0
15.121444228340106,30.0,20.0,0.0,4298779.187482678
15.607041672443593,30.0,20.0,8.0,4365506.0
16.023074400176043,30.0,20.0,16.0,4379850.5
16.555265953775653,30.0,20.0,32.0,4390290.5
17.198886301851314,30.0,20.0,64.0,4394416.5
17.963756937540843,30.0,20.0,128.0,4395387.0
18.85449966318378,30.0,20.0,256.0,4395434.5
19.701919175798942,30.0,20.0,512.0,4395451.0
19.83379554117742,30.0,20.0,1024.0,4395423.5
15.119311829312242,30.0,15.0,0.0,4297732.723978646
15.607259152035052,30.0,15.0,8.0,4365134.5
16.02275529511766,30.0,15.0,16.0,4379999.0
16.55299210187313,30.0,15.0,32.0,4391103.0
17.191766541078984,30.0,15.0,64.0,4395293.5
17.942486492920203,30.0,15.0,128.0,4395952.5
18.793021290271383,30.0,15.0,256.0,4395967.5
19.53131637059366,30.0,15.0,512.0,4396076.0
19.437339123185502,30.0,15.0,1024.0,4396224.0
15.118129018963039,30.0,10.0,0.0,4302987.845326812
15.606614148569943,30.0,10.0,8.0,4369997.5
16.02249900962854,30.0,10.0,16.0,4386008.5
16.555053748846923,30.0,10.0,32.0,4398142.5
17.198278859232232,30.0,10.0,64.0,4403110.0
17.95282557887582,30.0,10.0,128.0,4404230.0
18.78859280441237,30.0,10.0,256.0,4404272.5
19.42841125576637,30.0,10.0,512.0,4404263.5
19.028890026610746,30.0,10.0,1024.0,4404323.5
15.107791778966938,30.0,5.0,0.0,4297963.432465444
15.601477283555647,30.0,5.0,8.0,4365293.5
16.009910096221432,30.0,5.0,16.0,4382901.0
16.524929786618156,30.0,5.0,32.0,4396193.5
17.12937165670404,30.0,5.0,64.0,4401210.5
17.786804789233674,30.0,5.0,128.0,4402158.0
18.35852307804751,30.0,5.0,256.0,4402723.0
18.324642284779383,30.0,5.0,512.0,4403363.0
16.978414157265785,30.0,5.0,1024.0,4403764.5
15.09538285002229,30.0,2.0,0.0,4302269.110609804
15.604589688251027,30.0,2.0,8.0,4367460.0
16.018415079536478,30.0,2.0,16.0,4385629.0
16.537722914763393,30.0,2.0,32.0,4399007.5
17.133595372277178,30.0,2.0,64.0,4404812.0
17.749377854464157,30.0,2.0,128.0,4406972.0
18.209138636617258,30.0,2.0,256.0,4408158.5
17.950121370869397,30.0,2.0,512.0,4408787.5
16.290258864405796,30.0,2.0,1024.0,4408948.0
15.0842448057905,30.0,0.0,0.0,4292727.8329042215
15.594811567248746,30.0,0.0,8.0,4357635.0
15.998284054732089,30.0,0.0,16.0,4376110.5
16.50459657261206,30.0,0.0,32.0,4389136.0
17.085364927292723,30.0,0.0,64.0,4393683.0
17.676703864384905,30.0,0.0,128.0,4393906.0
18.03795712467059,30.0,0.0,256.0,4392997.5
17.44221913507626,30.0,0.0,512.0,4392304.0
15.310311935049727,30.0,0.0,1024.0,4392319.5
15.121670526176064,40.0,25.0,0.0,4203358.116447374
15.609919762578581,40.0,25.0,8.0,4269832.5
16.028285239307337,40.0,25.0,16.0,4284362.0
16.56669889118308,40.0,25.0,32.0,4294376.0
17.22430849132787,40.0,25.0,64.0,4298193.5
18.01659477762286,40.0,25.0,128.0,4298942.5
