PSNR,init_snr,init_sd,iter,sum
17.971764605780933,40.0,25.0,32.0,2467018.5
18.506674370090565,40.0,25.0,64.0,2467763.0
18.58788208282946,40.0,25.0,128.0,2467962.5
18.098309859894783,40.0,25.0,256.0,2467987.5
16.473569323114667,40.0,25.0,512.0,2468002.5
13.555206197619318,40.0,25.0,1024.0,2468000.75
15.202996397360614,40.0,20.0,0.0,2426387.572529091
16.888427241713313,40.0,20.0,8.0,2462301.25
17.301043738688342,40.0,20.0,16.0,2465826.75
17.972589603479094,40.0,20.0,32.0,2467517.5
18.49351475775115,40.0,20.0,64.0,2468315.0
18.538504645439,40.0,20.0,128.0,2468540.25
17.970960808454425,40.0,20.0,256.0,2468570.25
16.21905651913716,40.0,20.0,512.0,2468572.0
13.185442052320335,40.0,20.0,1024.0,2468569.5
15.199750423070434,40.0,15.0,0.0,2426625.4390083523
16.888399043652154,40.0,15.0,8.0,2462487.75
17.29502053958973,40.0,15.0,16.0,2466257.5
17.955469639088935,40.0,15.0,32.0,2468144.0
18.462965526580867,40.0,15.0,64.0,2469023.5
18.48353405423477,40.0,15.0,128.0,2469308.0
17.86435770018016,40.0,15.0,256.0,2469365.0
16.008472543874205,40.0,15.0,512.0,2469374.25
12.846769521351318,40.0,15.0,1024.0,2469384.75
15.18061294375929,40.0,10.0,0.0,2424935.6484763273
16.872495195375528,40.0,10.0,8.0,2459452.5
17.26256249429047,40.0,10.0,16.0,2463399.25
17.89338145207766,40.0,10.0,32.0,2465388.5
18.360360102962648,40.0,10.0,64.0,2466325.5
18.31899175094145,40.0,10.0,128.0,2466630.75
17.549260609729036,40.0,10.0,256.0,2466756.0
15.49224658780112,40.0,10.0,512.0,2466828.75
12.24165050303501,40.0,10.0,1024.0,2466874.0
15.122211162786808,40.0,5.0,0.0,2420054.63652365
16.882664831822034,40.0,5.0,8.0,2454135.25
17.261802965449764,40.0,5.0,16.0,2458377.25
17.829338035469785,40.0,5.0,32.0,2460372.0
18.095090596192826,40.0,5.0,64.0,2461256.0
17.56052334874333,40.0,5.0,128.0,2461503.25
15.86881901322975,40.0,5.0,256.0,2461566.75
12.898466733494978,40.0,5.0,512.0,2461558.5
9.477832363802076,40.0,5.0,1024.0,2461517.0
15.042434011474583,40.0,2.0,0.0,2432095.936438213
16.864736184820302,40.0,2.0,8.0,2467031.25
17.272489654489746,40.0,2.0,16.0,2471478.0
17.882298094712468,40.0,2.0,32.0,2473685.5
18.137327018133384,40.0,2.0,64.0,2474437.75
17.457672001390556,40.0,2.0,128.0,2474434.5
15.557230365270607,40.0,2.0,256.0,2474316.0
12.432862390590437,40.0,2.0,512.0,2474065.5
8.874475070475068,40.0,2.0,1024.0,2473973.75
14.966669263500469,40.0,0.0,0.0,2425526.275574287
16.86336964759643,40.0,0.0,8.0,2459263.0
17.194621487485886,40.0,0.0,16.0,2463961.75
17.624818426343623,40.0,0.0,32.0,2466177.5
17.576279531153276,40.0,0.0,64.0,2467138.25
16.542156447500748,40.0,0.0,128.0,2467419.75
14.29781792153975,40.0,0.0,256.0,2467453.5
10.968926069414772,40.0,0.0,512.0,2467503.0
7.5278886670992105,40.0,0.0,1024.0,2467451.5
15.205507840889327,50.0,25.0,0.0,2425070.300545166
16.886941913470892,50.0,25.0,8.0,2460944.25
17.295750189153352,50.0,25.0,16.0,2464427.25
17.964157937716262,50.0,25.0,32.0,2466109.75
18.493255352710804,50.0,25.0,64.0,2466910.0
18.57095861935672,50.0,25.0,128.0,2467124.0
18.08824159610212,50.0,25.0,256.0,2467153.75
16.481744355132243,50.0,25.0,512.0,2467150.75
13.59175001327336,50.0,25.0,1024.0,2467144.0
15.20380587227338,50.0,20.0,0.0,2424357.8156993035
16.890819564228273,50.0,20.0,8.0,2460185.0
17.300188238432703,50.0,20.0,16.0,2463829.75
17.967763707216875,50.0,20.0,32.0,2465576.75
18.494370529505627,50.0,20.0,64.0,2466375.0
18.561058217209666,50.0,20.0,128.0,2466602.25
18.039811658214685,50.0,20.0,256.0,2466653.0
16.36813415083006,50.0,20.0,512.0,2466667.0
13.423777315960644,50.0,20.0,1024.0,2466669.0
15.192041862516128,50.0,15.0,0.0,2425036.3934767996
16.887379432694207,50.0,15.0,8.0,2460564.0
17.301109553381036,50.0,15.0,16.0,2464332.25
17.97573482112353,50.0,15.0,32.0,2466169.25
18.49753981075982,50.0,15.0,64.0,2467010.75
18.517335598893396,50.0,15.0,128.0,2467259.75
17.877228548342963,50.0,15.0,256.0,2467298.75
16.04669103154318,50.0,15.0,512.0,2467311.0
12.996805788752322,50.0,15.0,1024.0,2467321.75
15.185007143659677,50.0,10.0,0.0,2426257.16242655
16.88493897771423,50.0,10.0,8.0,2461309.75
17.283442515979544,50.0,10.0,16.0,2465210.5
17.926690790506683,50.0,10.0,32.0,2467168.5
18.394245656714315,50.0,10.0,64.0,2468163.0
18.30253251976439,50.0,10.0,128.0,2468613.5
17.386739057745014,50.0,10.0,256.0,2468715.5
15.141252936775274,50.0,10.0,512.0,2468735.75
11.831804316253649,50.0,10.0,1024.0,2468758.5
15.12749602180467,50.0,5.0,0.0,2421176.736614002
16.868836373240324,50.0,5.0,8.0,2455689.25
17.24669990017739,50.0,5.0,16.0,2459856.25
17.821645889869615,50.0,5.0,32.0,2461952.5
18.113401983218086,50.0,5.0,64.0,2462903.25
17.723259629804957,50.0,5.0,128.0,2463139.5
16.501879393218864,50.0,5.0,256.0,2463148.0
14.116556979133218,50.0,5.0,512.0,2463114.25
10.83574326750837,50.0,5.0,1024.0,2463107.0
15.043498873560912,50.0,2.0,0.0,2426241.4775211085
16.866847780844846,50.0,2.0,8.0,2460550.75
17.217555121767674,50.0,2.0,16.0,2464725.0
17.72682397222709,50.0,2.0,32.0,2466622.5
17.900693590238244,50.0,2.0,64.0,2467150.5
17.232098547049453,50.0,2.0,128.0,2467453.0
15.379198801925867,50.0,2.0,256.0,2467498.0
12.27713757102361,50.0,2.0,512.0,2467533.75
8.82074066916993,50.0,2.0,1024.0,2467550.75
14.975451838980904,50.0,0.0,0.0,2426423.650942638
16.862897067706548,50.0,0.0,8.0,2460778.25
17.189059124609386,50.0,0.0,16.0,2465482.75
17.59179670405762,50.0,0.0,32.0,2468141.75
17.537838875261723,50.0,0.0,64.0,2469038.0
16.486052971623177,50.0,0.0,128.0,2469180.5
14.147562479335251,50.0,0.0,256.0,2469138.25
10.794256620068065,50.0,0.0,512.0,2469088.0
7.345401779173358,50.0,0.0,1024.0,2469305.25
